Repository,Title,Call No.,Language(s),Origin,Date,CompuDate,Place,Illustrated,Illuminated,Subject,Genre,Front Cover,Navigation,Data,Record,Summary
University of Pennsylvania Rare Book & Manuscript Library,James Fraser petition,LJS 180,None noted,None noted,None noted,,None noted,No,No,Technology;Patents;,"Petitions;Manuscripts, English;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0159_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783322,"Petition from James Fraser, a engineer of Middlesex, requesting a royal patent from George IV for his improvements in flues for connecting parts of culinary apparatus. A note on the verso dated 28 October 1828 records transfer of the petition to the attorney or solicitor general for consideration.""           "
University of Pennsylvania Rare Book & Manuscript Library,Duc de Luynes letter,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Metallurgy;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0160_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783324,"Letter written in Dampierre, postmarked 6 August 1835, referring to experiments that the writer wishes to undertake before submitting his metallurgical process (procédé métallurgique). Addressed to Monsieur Bérard, 21 rue des Mathurins. A note records a response by the recipient on 12 August 1835. The letter was folded for mailing and has an address and postmarks on the former exterior.""           "
University of Pennsylvania Rare Book & Manuscript Library,"Methode de faire elever d'eau de toute profondeurs quelconque comme 100 à 200 toises plus ou moins, par une simple pompe aspirante placé à niveau de terre",LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Hydraulic engineering;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0161_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783326,"Description of a pump for lifting water; refers to diagrams which are not present. Accompanied by a sheet with a title in the same hand, Memoire, methode, et plan sur de nouvelles machines hydrauliques, which seems to refer to multiple items of which this manuscript was one. Written in Marseille, 26 October 1783, signed Doinet, mécanicien.""           "
University of Pennsylvania Rare Book & Manuscript Library,Procedé pour extraire du sucre du raisin /,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Sugar;,"Excerpts;Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0148_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783328,"Description of method of extracting sugar from grapes; an excerpt copied from the Journal de Paris, 9 October 1804.""           "
University of Pennsylvania Rare Book & Manuscript Library,Projet d'établissement de nitrieres artificielles,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Saltpeter industry;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0147_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783330,"Proposal concerning the manufacture of saltpeter, including the construction of pits for decomposition; the dates 1777 and 1782 are mentioned in the proposal. Sewn gathering of 2 bifolia.""           "
University of Pennsylvania Rare Book & Manuscript Library,Memoire sur un nouvel ouvrage hydraulique,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Hydraulic engineering;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0146_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783331,"Description of a pump for water built at Versailles. Text refers to an announcement published in 1778. Attribution to M. l'abbé comte de Jacquemont added in ink by another hand. Sewn gathering of 2 bifolia.""           "
University of Pennsylvania Rare Book & Manuscript Library,"Extrait du recueil de 26 machines économiques inventées et presentées à l'empereur des français, roi d'Italie /",LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Fire extinction;Fire extinction;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0190_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783332,"Description of models of 5 inventions for rescuing people or precious objects from fire (parafeux), selected from the collection of machines whose models were displayed in the Salon du Louvre from 1792 to Year 8 of the Republic (1799-1800). Concludes with a copy of a testimonial dated 13 nivôse in Year 8 of the Republic (3 January 1800) from Jean Francois Bralle, engineer in chief (ingénieur en chef du Département au Bureau Central). Sewn gathering of 4 bifolia, with later pagination in pencil, 185-197, upper right recto; text block outlined in red ink, some text in red ink.""           "
University of Pennsylvania Rare Book & Manuscript Library,Mémoire,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Iron industry and trade;Steel industry and trade;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0149_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783301,"Proposition that the contrôleur général des finances (position held by Charles Alexandre de Calonne, 1783-1787) pay for an observer from France to travel to England to learn about the conversion of iron to steel, described as a secret of great importance for France to obtain. A note at the top of the document in another hand, dated 22 Oct. 1784, records approval of the plan.""           "
University of Pennsylvania Rare Book & Manuscript Library,Letter concerning forges and wire mill,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Iron industry and trade;Wire;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0145_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783334,"Letter dated 17 June 1769 with an illegible signature, concerning a conflict between M. Noblat and the proprietors or leaseholders of the forges of Belfort and Grandvillars in the Franche-Comté department, over a mill for the drawing of wire (tirerie de fils de fer) on Noblat's land which the proprietors wish to be destroyed. The recipient of the letter seems to have been the individual who would act as a judge or arbitrator in the conflict; the writer is advocating on behalf of Noblat.""           "
University of Pennsylvania Rare Book & Manuscript Library,Letter concerning the forge of Ruelle,LJS 180,In French,None noted,None noted,,None noted,No,No,"France.;Technology;Iron industry and trade;Ordnance, Naval;","Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0144_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783336,"Letter written from Versailles, 9 August 1776, to the contrôleur général des finances (position held by Jean Étienne Bernard Ogier de Clugny, May-October 1776) concerning the forge of Ruelle. The writer recounts that the forge was sold by the Marquis de Montalembert to the Comte d'Artois (later Charles X) in 1774 and that it was used for the manufacture of cannons and mortars for the French Navy. The Comte d'Artois ceded the forge to Louis XVI in 1776, which transfer may have been underway at the time of this letter. With two contemporary notes, one at the close of the letter, perhaps added by the author, whose signature is illegible, to a letter written by a secretary; and one at the top of the letter in yet another hand redirecting it to Monsieur de Beaumont, dated 11 August 1776. By the same author as LJS 180, Item 22 and Item 23.""           "
University of Pennsylvania Rare Book & Manuscript Library,Letter concerning the forge of Ruelle,LJS 180,In French,None noted,None noted,,None noted,No,No,France.;Technology;Iron industry and trade;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0143_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783338,"Letter written from Versailles, 16 August 1776, to Monsieur de Beaumont concerning the forge of Ruelle. The writer again refers to the work at the forge for the French Navy, notes that their operations have been suspended until the arrangement between the Comte d'Artois and Louis XVI is completed, and requests that Monsieur de Beaumont expedite the process. With a note at the close of the letter, added by the author, whose signature is illegible; the letter may have been written by a secretary. By the same author as LJS 180, Item 21 and Item 23.""           "
University of Pennsylvania Rare Book & Manuscript Library,Letter concerning the forge of Ruelle,LJS 180,In French,None noted,None noted,,None noted,No,No,France.;Technology;Iron industry and trade;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0142_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783339,"Letter written from Versailles, 23 August 1776, to Monsieur de Beaumont concerning the forge of Ruelle. The author again refers to the work at the forge for the French Navy and makes requests about the ruling that Monsieur de Beaumont will issue about the forge. With a note at the close of the letter, added by the author, whose signature is illegible; the letter may have been written by a secretary. By the same author as LJS 180, Item 21 and Item 22.""           "
University of Pennsylvania Rare Book & Manuscript Library,Letter concerning steel production,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Steel industry and trade;,"Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0141_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783342,"Letter written from Metz, 29 June 1779, to Monsieur Necker concerning steel production at the forge at Ruffec in the department of Charente. Includes references to business with the English colonies and policy on transactions with the new United States of America. A note in pencil (perhaps by Hans Peter Kraus) identifies the writer as the Comte de Broglie.""           "
University of Pennsylvania Rare Book & Manuscript Library,Biography of Charles Jean Laubert :,LJS 180,In French,None noted,None noted,,None noted,No,No,Technology;Dyes and dyeing;,"Biographies;Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0140_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783344,"Brief biography of the French doctor and chemist Charles Jean Lambert, with particular attention to his efforts to extract indigo from Isatis tinctoria (woad) in 1788.""           "
University of Pennsylvania Rare Book & Manuscript Library,Mechanical diagrams,LJS 180,French,None noted,None noted,,None noted,No,No,Technology;,"Pen-and-wash drawings;Manuscripts, French;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs180/data/web/0150_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs180.html,http://openn.library.upenn.edu/Data/0001/ljs180/data/,http://hdl.library.upenn.edu/1017/d/medren/5783302,"Diagrams related to industrial production: 2 of large systems of gears and axles and 1 of metal components, anvils, and furnaces perhaps related to forge operations. The diagrams are labeled with plate and figure numbers, have watercolor washes, and are signed L. F. D. 1783.""           "
